11:02:35,204 INFO  [org.jboss.as.osgi] (ServerService Thread Pool -- 49) JBAS011940: Activating OSGi Subsystem
11:03:06,393 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_30771353684719633, - New indicator -.
11:03:06,395 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_64061223773274641, Expense reports table.
11:03:06,398 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_63931223772633377, Expenses by department USD.
11:03:06,400 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_63901223772516707, Expenses by office USD.
11:03:06,402 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_30461354643057084, Expenses by user.
11:03:06,404 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_30441353507392054, Opportunities by closing date (USD).
11:03:06,407 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_30101353505177974, Opportunities by country.
11:03:06,409 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_30041353504912610, Opportunities by employee.
11:03:06,411 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_30011353503663716, Opportunities by status.
11:03:06,413 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_30251353675275870, Pipeline status.
11:03:06,415 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_30621353683547916, Sales evolution.
11:03:06,417 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) BAM_00001 - Business indicator created. kpi_29761353668431694, Sales report table.
11:03:07,964 INFO  [org.jboss.dashboard.kpi.KPIInitialModule] (MSC service thread 1-15) Parsing KPI's XML file: WEB-INF/etc/appdata/initialData/jbpmKPIs.xml
11:03:08,229 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-15) Freed 44.21 Mb bytes. Total = 297.188 Mb. Free = 237.754 Mb (80.00132%)
11:03:08,236 ERROR [org.jboss.dashboard.dataset.sql.SQLDataSet] (MSC service thread 1-15) Error in load() SQLDataset. SQL = select total.processname, ifnull(total.instances,0) total, ifnull(active.instances_act,0) active, ifnull(completed.instances_compl,0) completed, ifnull(pending.instances_pend,0) pending, ifnull(suspended.instances_susp,0) suspended, ifnull(aborted.instances_abrt,0) aborted
                from
                (select pi.processinstanceid as pId, pi.processname as processname, count(*) as instances
                from processinstancelog pi group by pi.processinstanceid,processname) as total
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_act
                from processinstancelog pi
                where pi.status=1 group by pi.processinstanceid) as active
                on (total.pId=active.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_compl
                from processinstancelog pi
                where pi.status=2 group by pi.processinstanceid) as completed
                on (total.pId=completed.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_pend
                from processinstancelog pi
                where pi.status=0 group by pi.processinstanceid) as pending
                on (total.pId=pending.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_susp
                from processinstancelog pi
                where pi.status=4 group by pi.processinstanceid) as suspended
                on (total.pId=suspended.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_abrt
                from processinstancelog pi
                where pi.status=3 group by pi.processinstanceid) as aborted
                on (total.pId=aborted.pId)
                where 1 = 1
                order by processname: org.h2.jdbc.JdbcSQLException: Table "PROCESSINSTANCELOG" not found; SQL statement:
select total.processname, ifnull(total.instances,0) total, ifnull(active.instances_act,0) active, ifnull(completed.instances_compl,0) completed, ifnull(pending.instances_pend,0) pending, ifnull(suspended.instances_susp,0) suspended, ifnull(aborted.instances_abrt,0) aborted
                from
                (select pi.processinstanceid as pId, pi.processname as processname, count(*) as instances
                from processinstancelog pi group by pi.processinstanceid,processname) as total
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_act
                from processinstancelog pi
                where pi.status=1 group by pi.processinstanceid) as active
                on (total.pId=active.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_compl
                from processinstancelog pi
                where pi.status=2 group by pi.processinstanceid) as completed
                on (total.pId=completed.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_pend
                from processinstancelog pi
                where pi.status=0 group by pi.processinstanceid) as pending
                on (total.pId=pending.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_susp
                from processinstancelog pi
                where pi.status=4 group by pi.processinstanceid) as suspended
                on (total.pId=suspended.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_abrt
                from processinstancelog pi
                where pi.status=3 group by pi.processinstanceid) as aborted
                on (total.pId=aborted.pId)
                where 1 = 1
                order by processname [42102-161]
	at org.h2.message.DbException.getJdbcSQLException(DbException.java:329)
	at org.h2.message.DbException.get(DbException.java:169)
	at org.h2.message.DbException.get(DbException.java:146)
	at org.h2.command.Parser.readTableOrView(Parser.java:4749)
	at org.h2.command.Parser.readTableFilter(Parser.java:1075)
	at org.h2.command.Parser.parseSelectSimpleFromPart(Parser.java:1681)
	at org.h2.command.Parser.parseSelectSimple(Parser.java:1788)
	at org.h2.command.Parser.parseSelectSub(Parser.java:1675)
	at org.h2.command.Parser.parseSelectUnion(Parser.java:1518)
	at org.h2.command.Parser.readTableFilter(Parser.java:1017)
	at org.h2.command.Parser.parseSelectSimpleFromPart(Parser.java:1681)
	at org.h2.command.Parser.parseSelectSimple(Parser.java:1788)
	at org.h2.command.Parser.parseSelectSub(Parser.java:1675)
	at org.h2.command.Parser.parseSelectUnion(Parser.java:1518)
	at org.h2.command.Parser.parseSelect(Parser.java:1506)
	at org.h2.command.Parser.parsePrepared(Parser.java:405)
	at org.h2.command.Parser.parse(Parser.java:279)
	at org.h2.command.Parser.parse(Parser.java:251)
	at org.h2.command.Parser.prepareCommand(Parser.java:217)
	at org.h2.engine.Session.prepareLocal(Session.java:415)
	at org.h2.engine.Session.prepareCommand(Session.java:364)
	at org.h2.jdbc.JdbcConnection.prepareCommand(JdbcConnection.java:1119)
	at org.h2.jdbc.JdbcPreparedStatement.<init>(JdbcPreparedStatement.java:71)
	at org.h2.jdbc.JdbcConnection.prepareStatement(JdbcConnection.java:635)
	at org.jboss.jca.adapters.jdbc.BaseWrapperManagedConnection.doPrepareStatement(BaseWrapperManagedConnection.java:677) [ironjacamar-jdbc-1.0.9.Final.jar:1.0.9.Final]
	at org.jboss.jca.adapters.jdbc.BaseWrapperManagedConnection.prepareStatement(BaseWrapperManagedConnection.java:663) [ironjacamar-jdbc-1.0.9.Final.jar:1.0.9.Final]
	at org.jboss.jca.adapters.jdbc.WrappedConnection.prepareStatement(WrappedConnection.java:404) [ironjacamar-jdbc-1.0.9.Final.jar:1.0.9.Final]
	at org.jboss.dashboard.dataset.sql.SQLStatement.getPreparedStatement(SQLStatement.java:132) [dashboard-provider-sql-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.sql.SQLDataSet.load(SQLDataSet.java:106) [dashboard-provider-sql-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.sql.SQLDataLoader.load(SQLDataLoader.java:105) [dashboard-provider-sql-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.DataSetManagerImpl.loadDataSet(DataSetManagerImpl.java:111) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.DataSetManagerImpl.getDataSetHolder(DataSetManagerImpl.java:85) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.DataSetManagerImpl.getDataSet(DataSetManagerImpl.java:49) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.DataSetManagerGlobal$Proxy$_$$_WeldClientProxy.getDataSet(DataSetManagerGlobal$Proxy$_$$_WeldClientProxy.java) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.DataProviderImpl.getDataSet(DataProviderImpl.java:223) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.DataProviderImpl.serializeDataProperties(DataProviderImpl.java:255) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.DataProviderImpl.serializeDataLoader(DataProviderImpl.java:245) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.DataProviderImpl.setDataLoader(DataProviderImpl.java:182) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl.parseProviders(ImportManagerImpl.java:282) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl.parse(ImportManagerImpl.java:183) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl.parse(ImportManagerImpl.java:173) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl.parse(ImportManagerImpl.java:149) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl$Proxy$_$$_WeldClientProxy.parse(ImportManagerImpl$Proxy$_$$_WeldClientProxy.java) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.kpi.KPIInitialModule.installOrUpgrade(KPIInitialModule.java:80) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.kpi.KPIInitialModule.install(KPIInitialModule.java:55) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModule$1.txFragment(InitialModule.java:61) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTransaction.executeFragment(HibernateTransaction.java:254) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTxFragment.executeChild(HibernateTxFragment.java:194) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTxFragment.execute(HibernateTxFragment.java:168) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModule.doTheInstall(InitialModule.java:59) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModulesManager$1.txFragment(InitialModulesManager.java:73) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTransaction.executeFragment(HibernateTransaction.java:254) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTxFragment.executeInitiator(HibernateTxFragment.java:179) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTxFragment.execute(HibernateTxFragment.java:167) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModulesManager.start(InitialModulesManager.java:67) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModulesManager$Proxy$_$$_WeldClientProxy.start(InitialModulesManager$Proxy$_$$_WeldClientProxy.java) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.annotation.StartableProcessor.wakeUpStartableBeans(StartableProcessor.java:48) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.Application.start(Application.java:107) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.Application$Proxy$_$$_WeldClientProxy.start(Application$Proxy$_$$_WeldClientProxy.java) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.ui.controller.ControllerServlet$1.doWork(ControllerServlet.java:73) [dashboard-ui-core-6.0.1.Final.jar:]
	at org.jboss.dashboard.factory.Factory.runWork(Factory.java:295) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.Factory.doWork(Factory.java:321) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.ui.controller.ControllerServlet.init(ControllerServlet.java:70) [dashboard-ui-core-6.0.1.Final.jar:]
	at javax.servlet.GenericServlet.init(GenericServlet.java:242) [jboss-servlet-api_3.0_spec-1.0.0.Final.jar:1.0.0.Final]
	at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1202) [jbossweb-7.0.13.Final.jar:]
	at org.apache.catalina.core.StandardWrapper.load(StandardWrapper.java:1102) [jbossweb-7.0.13.Final.jar:]
	at org.apache.catalina.core.StandardContext.loadOnStartup(StandardContext.java:3655) [jbossweb-7.0.13.Final.jar:]
	at org.apache.catalina.core.StandardContext.start(StandardContext.java:3873) [jbossweb-7.0.13.Final.jar:]
	at org.jboss.as.web.deployment.WebDeploymentService.start(WebDeploymentService.java:90) [jboss-as-web-7.1.1.Final.jar:7.1.1.Final]
	at org.jboss.msc.service.ServiceControllerImpl$StartTask.startService(ServiceControllerImpl.java:1811)
	at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1746)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_25]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_25]
	at java.lang.Thread.run(Thread.java:724) [rt.jar:1.7.0_25]

11:03:08,408 ERROR [org.jboss.dashboard.provider.DataProviderImpl] (MSC service thread 1-15) Error serializing data provider: null: org.h2.jdbc.JdbcSQLException: Table "PROCESSINSTANCELOG" not found; SQL statement:
select total.processname, ifnull(total.instances,0) total, ifnull(active.instances_act,0) active, ifnull(completed.instances_compl,0) completed, ifnull(pending.instances_pend,0) pending, ifnull(suspended.instances_susp,0) suspended, ifnull(aborted.instances_abrt,0) aborted
                from
                (select pi.processinstanceid as pId, pi.processname as processname, count(*) as instances
                from processinstancelog pi group by pi.processinstanceid,processname) as total
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_act
                from processinstancelog pi
                where pi.status=1 group by pi.processinstanceid) as active
                on (total.pId=active.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_compl
                from processinstancelog pi
                where pi.status=2 group by pi.processinstanceid) as completed
                on (total.pId=completed.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_pend
                from processinstancelog pi
                where pi.status=0 group by pi.processinstanceid) as pending
                on (total.pId=pending.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_susp
                from processinstancelog pi
                where pi.status=4 group by pi.processinstanceid) as suspended
                on (total.pId=suspended.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_abrt
                from processinstancelog pi
                where pi.status=3 group by pi.processinstanceid) as aborted
                on (total.pId=aborted.pId)
                where 1 = 1
                order by processname [42102-161]
	at org.h2.message.DbException.getJdbcSQLException(DbException.java:329)
	at org.h2.message.DbException.get(DbException.java:169)
	at org.h2.message.DbException.get(DbException.java:146)
	at org.h2.command.Parser.readTableOrView(Parser.java:4749)
	at org.h2.command.Parser.readTableFilter(Parser.java:1075)
	at org.h2.command.Parser.parseSelectSimpleFromPart(Parser.java:1681)
	at org.h2.command.Parser.parseSelectSimple(Parser.java:1788)
	at org.h2.command.Parser.parseSelectSub(Parser.java:1675)
	at org.h2.command.Parser.parseSelectUnion(Parser.java:1518)
	at org.h2.command.Parser.readTableFilter(Parser.java:1017)
	at org.h2.command.Parser.parseSelectSimpleFromPart(Parser.java:1681)
	at org.h2.command.Parser.parseSelectSimple(Parser.java:1788)
	at org.h2.command.Parser.parseSelectSub(Parser.java:1675)
	at org.h2.command.Parser.parseSelectUnion(Parser.java:1518)
	at org.h2.command.Parser.parseSelect(Parser.java:1506)
	at org.h2.command.Parser.parsePrepared(Parser.java:405)
	at org.h2.command.Parser.parse(Parser.java:279)
	at org.h2.command.Parser.parse(Parser.java:251)
	at org.h2.command.Parser.prepareCommand(Parser.java:217)
	at org.h2.engine.Session.prepareLocal(Session.java:415)
	at org.h2.engine.Session.prepareCommand(Session.java:364)
	at org.h2.jdbc.JdbcConnection.prepareCommand(JdbcConnection.java:1119)
	at org.h2.jdbc.JdbcPreparedStatement.<init>(JdbcPreparedStatement.java:71)
	at org.h2.jdbc.JdbcConnection.prepareStatement(JdbcConnection.java:635)
	at org.jboss.jca.adapters.jdbc.BaseWrapperManagedConnection.doPrepareStatement(BaseWrapperManagedConnection.java:677) [ironjacamar-jdbc-1.0.9.Final.jar:1.0.9.Final]
	at org.jboss.jca.adapters.jdbc.BaseWrapperManagedConnection.prepareStatement(BaseWrapperManagedConnection.java:663) [ironjacamar-jdbc-1.0.9.Final.jar:1.0.9.Final]
	at org.jboss.jca.adapters.jdbc.WrappedConnection.prepareStatement(WrappedConnection.java:404) [ironjacamar-jdbc-1.0.9.Final.jar:1.0.9.Final]
	at org.jboss.dashboard.dataset.sql.SQLStatement.getPreparedStatement(SQLStatement.java:132) [dashboard-provider-sql-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.sql.SQLDataSet.load(SQLDataSet.java:106) [dashboard-provider-sql-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.sql.SQLDataLoader.load(SQLDataLoader.java:105) [dashboard-provider-sql-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.DataSetManagerImpl.loadDataSet(DataSetManagerImpl.java:111) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.DataSetManagerImpl.getDataSetHolder(DataSetManagerImpl.java:85) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.DataSetManagerImpl.getDataSet(DataSetManagerImpl.java:49) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.dataset.DataSetManagerGlobal$Proxy$_$$_WeldClientProxy.getDataSet(DataSetManagerGlobal$Proxy$_$$_WeldClientProxy.java) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.DataProviderImpl.getDataSet(DataProviderImpl.java:223) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.DataProviderImpl.serializeDataProperties(DataProviderImpl.java:255) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.DataProviderImpl.serializeDataLoader(DataProviderImpl.java:245) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.provider.DataProviderImpl.setDataLoader(DataProviderImpl.java:182) [dashboard-provider-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl.parseProviders(ImportManagerImpl.java:282) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl.parse(ImportManagerImpl.java:183) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl.parse(ImportManagerImpl.java:173) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl.parse(ImportManagerImpl.java:149) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.export.ImportManagerImpl$Proxy$_$$_WeldClientProxy.parse(ImportManagerImpl$Proxy$_$$_WeldClientProxy.java) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.kpi.KPIInitialModule.installOrUpgrade(KPIInitialModule.java:80) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.kpi.KPIInitialModule.install(KPIInitialModule.java:55) [dashboard-displayer-core-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModule$1.txFragment(InitialModule.java:61) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTransaction.executeFragment(HibernateTransaction.java:254) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTxFragment.executeChild(HibernateTxFragment.java:194) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTxFragment.execute(HibernateTxFragment.java:168) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModule.doTheInstall(InitialModule.java:59) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModulesManager$1.txFragment(InitialModulesManager.java:73) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTransaction.executeFragment(HibernateTransaction.java:254) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTxFragment.executeInitiator(HibernateTxFragment.java:179) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.database.hibernate.HibernateTxFragment.execute(HibernateTxFragment.java:167) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModulesManager.start(InitialModulesManager.java:67) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.InitialModulesManager$Proxy$_$$_WeldClientProxy.start(InitialModulesManager$Proxy$_$$_WeldClientProxy.java) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.annotation.StartableProcessor.wakeUpStartableBeans(StartableProcessor.java:48) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.Application.start(Application.java:107) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.Application$Proxy$_$$_WeldClientProxy.start(Application$Proxy$_$$_WeldClientProxy.java) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.ui.controller.ControllerServlet$1.doWork(ControllerServlet.java:73) [dashboard-ui-core-6.0.1.Final.jar:]
	at org.jboss.dashboard.factory.Factory.runWork(Factory.java:295) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.factory.Factory.doWork(Factory.java:321) [dashboard-commons-6.0.1.Final.jar:6.0.1.Final]
	at org.jboss.dashboard.ui.controller.ControllerServlet.init(ControllerServlet.java:70) [dashboard-ui-core-6.0.1.Final.jar:]
	at javax.servlet.GenericServlet.init(GenericServlet.java:242) [jboss-servlet-api_3.0_spec-1.0.0.Final.jar:1.0.0.Final]
	at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1202) [jbossweb-7.0.13.Final.jar:]
	at org.apache.catalina.core.StandardWrapper.load(StandardWrapper.java:1102) [jbossweb-7.0.13.Final.jar:]
	at org.apache.catalina.core.StandardContext.loadOnStartup(StandardContext.java:3655) [jbossweb-7.0.13.Final.jar:]
	at org.apache.catalina.core.StandardContext.start(StandardContext.java:3873) [jbossweb-7.0.13.Final.jar:]
	at org.jboss.as.web.deployment.WebDeploymentService.start(WebDeploymentService.java:90) [jboss-as-web-7.1.1.Final.jar:7.1.1.Final]
	at org.jboss.msc.service.ServiceControllerImpl$StartTask.startService(ServiceControllerImpl.java:1811)
	at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1746)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_25]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_25]
	at java.lang.Thread.run(Thread.java:724) [rt.jar:1.7.0_25]

11:03:08,730 INFO  [org.jboss.dashboard.profiler.memory.MemoryProfiler] (MSC service thread 1-15) Freed -10145008 bytes bytes. Total = 265.625 Mb. Free = 205.849 Mb (77.49622%)
11:03:08,733 ERROR [org.jboss.dashboard.dataset.sql.SQLDataSet] (MSC service thread 1-15) Error in load() SQLDataset. SQL = select total.processname, ifnull(total.instances,0) total, ifnull(active.instances_act,0) active, ifnull(completed.instances_compl,0) completed, ifnull(pending.instances_pend,0) pending, ifnull(suspended.instances_susp,0) suspended, ifnull(aborted.instances_abrt,0) aborted
                from
                (select pi.processinstanceid as pId, pi.processname as processname, count(*) as instances
                from processinstancelog pi group by pi.processinstanceid,processname) as total
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_act
                from processinstancelog pi
                where pi.status=1 group by pi.processinstanceid) as active
                on (total.pId=active.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_compl
                from processinstancelog pi
                where pi.status=2 group by pi.processinstanceid) as completed
                on (total.pId=completed.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_pend
                from processinstancelog pi
                where pi.status=0 group by pi.processinstanceid) as pending
                on (total.pId=pending.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_susp
                from processinstancelog pi
                where pi.status=4 group by pi.processinstanceid) as suspended
                on (total.pId=suspended.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_abrt
                from processinstancelog pi
                where pi.status=3 group by pi.processinstanceid) as aborted
                on (total.pId=aborted.pId)
                where 1 = 1
                order by processname: org.h2.jdbc.JdbcSQLException: Table "PROCESSINSTANCELOG" not found; SQL statement:
select total.processname, ifnull(total.instances,0) total, ifnull(active.instances_act,0) active, ifnull(completed.instances_compl,0) completed, ifnull(pending.instances_pend,0) pending, ifnull(suspended.instances_susp,0) suspended, ifnull(aborted.instances_abrt,0) aborted
                from
                (select pi.processinstanceid as pId, pi.processname as processname, count(*) as instances
                from processinstancelog pi group by pi.processinstanceid,processname) as total
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_act
                from processinstancelog pi
                where pi.status=1 group by pi.processinstanceid) as active
                on (total.pId=active.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_compl
                from processinstancelog pi
                where pi.status=2 group by pi.processinstanceid) as completed
                on (total.pId=completed.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_pend
                from processinstancelog pi
                where pi.status=0 group by pi.processinstanceid) as pending
                on (total.pId=pending.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_susp
                from processinstancelog pi
                where pi.status=4 group by pi.processinstanceid) as suspended
                on (total.pId=suspended.pId)
                left outer join
                (select pi.processinstanceid as pId, count(*) as instances_abrt
                from processinstancelog pi
                where pi.status=3 group by pi.processinstanceid) as aborted
                on (total.pId=aborted.pId)
                where 1 = 1
                order by processname [42102-161]
	at org.h2.message.DbException.getJdbcSQLException(DbException.java:329)
	at org.h2.message.DbException.get(DbException.java:169)
	at org.h2.message.DbException.get(DbException.java:146)
	at org.h2.command.Parser.readTableOrView(Parser.java:4749)
	at org.h2.command.Parser.readTableFilter(Parser.java:1075)
	at org.h2.command.Parser.parseSelectSimpleFromPart(Parser.java:1681)
